gene,type,gene_model_description,all_gene_symbols,log2foldchange,p_value,pwo1_target,ubp5_target
AT2G15620,upregulated,Involved in the second step of nitrate assimilation.  Its expression is induced by nitrate.,NITRITE REDUCTASE 1 (NIR1);ARABIDOPSIS THALIANA NITRITE REDUCTASE (ATHNIR);NITRITE REDUCTASE (NIR),0.438041205781178,0.00384820962834093,FALSE,FALSE
AT2G16367,downregulated,Encodes a defensin-like (DEFL) family protein.,NA,-3.13317258352816,4.88878507651765e-14,FALSE,FALSE
AT2G16650,upregulated,Encodes a proteinaceous RNase P that supports RNase P activity in vivo in both organelles and the nucleus. It is also involved in the maturation of small nucleolar RNA (snoRNA) and mRNA.,PROTEINACEOUS RNASE P 2 (PRORP2),0.512890051380307,0.0022024875591624,FALSE,FALSE
AT2G17240,upregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G24506.1); Has 2795 Blast hits to 943 proteins in 155 species: Archae - 0; Bacteria - 388; Metazoa - 809; Fungi - 72; Plants - 153; Viruses - 54; Other Eukaryotes - 1319 (source: NCBI BLink).,NA,0.482111386091571,0.00336707934308913,FALSE,FALSE
AT2G17250,upregulated,EMBRYO DEFECTIVE 2762 (EMB2762); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: CCAAT-binding factor (InterPro:IPR005612); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,EMBRYO DEFECTIVE 2762 (EMB2762),0.440282664643668,0.00378598950334372,FALSE,TRUE
AT2G17280,upregulated,"Phosphoglycerate mutase family protein; FUNCTIONS IN: catalytic activity; INVOLVED IN: metabolic process; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Histidine phosphatase superfamily, clade-1 (InterPro:IPR013078); BEST Arabidopsis thaliana protein match is: Phosphoglycerate mutase family protein (TAIR:AT5G64460.8); Has 682 Blast hits to 682 proteins in 146 species: Archae - 0; Bacteria - 77; Metazoa - 0; Fungi - 321; Plants - 168; Viruses - 0; Other Eukaryotes - 116 (source: NCBI BLink).",NA,0.758564775327557,0.0025452655393668,FALSE,FALSE
AT2G17440,upregulated,"Encodes PIRL5, a member of the Plant Intracellular Ras-group-related LRRs (Leucine rich repeat proteins). PIRLs are a distinct, plant-specific class of intracellular LRRs that likely mediate protein interactions, possibly in the context of signal transduction.",PLANT INTRACELLULAR RAS GROUP-RELATED LRR 5 (PIRL5),0.430628310754294,0.00339136923407944,FALSE,FALSE
AT2G17540,downregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G35510.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,NA,-0.586914702220867,3.17180452366255e-4,FALSE,TRUE
AT2G17650,downregulated,"AMP-dependent synthetase and ligase family protein; FUNCTIONS IN: catalytic activity; INVOLVED IN: metabolic process; LOCATED IN: mitochondrion; EXPRESSED IN: carpel; EXPRESSED DURING: petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: AMP-binding, conserved site (InterPro:IPR020845), AMP-dependent synthetase/ligase (InterPro:IPR000873); BEST Arabidopsis thaliana protein match is: acyl activating enzyme 1 (TAIR:AT1G20560.1); Has 73858 Blast hits to 68450 proteins in 3463 species: Archae - 1190; Bacteria - 48268; Metazoa - 3206; Fungi - 2755; Plants - 2089; Viruses - 1; Other Eukaryotes - 16349 (source: NCBI BLink).",NA,-0.820459737651577,2.35736155472453e-4,FALSE,TRUE
AT2G18050,downregulated,encodes a structurally divergent linker histone whose gene expression is induced by dehydration and ABA.,HISTONE H1-3 (HIS1-3),-1.59499035335613,7.03258406219694e-21,FALSE,FALSE
AT2G18193,upregulated,"P-loop containing nucleoside triphosphate hydrolases superfamily protein; FUNCTIONS IN: nucleoside-triphosphatase activity, ATPase activity, nucleotide binding, ATP binding; LOCATED IN: endomembrane system; EXPRESSED IN: callus; CONTAINS InterPro DOMAIN/s: ATPase, AAA-type, core (InterPro:IPR003959), ATPase, AAA+ type, core (InterPro:IPR003593), ATPase, AAA-type, conserved site (InterPro:IPR003960); BEST Arabidopsis thaliana protein match is: P-loop containing nucleoside triphosphate hydrolases superfamily protein (TAIR:AT2G18190.1); Has 23461 Blast hits to 21735 proteins in 2869 species: Archae - 1360; Bacteria - 7764; Metazoa - 3767; Fungi - 3122; Plants - 2740; Viruses - 37; Other Eukaryotes - 4671 (source: NCBI BLink).",NA,1.67203353057734,5.80475516794352e-7,FALSE,FALSE
AT2G18300,downregulated,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein; FUNCTIONS IN: sequence-specific DNA binding transcription factor activity; INVOLVED IN: response to cytokinin stimulus, regulation of transcription; LOCATED IN: nucleus; EXPRESSED IN: 13 plant structures; EXPRESSED DURING: 8 growth stages; CONTAINS InterPro DOMAIN/s: Helix-loop-helix DNA-binding domain (InterPro:IPR001092), Helix-loop-helix DNA-binding (InterPro:IPR011598); BEST Arabidopsis thaliana protein match is: BR enhanced expression 2 (TAIR:AT4G36540.1).",NA,-0.778322712018313,7.31888083253832e-7,FALSE,FALSE
AT2G18328,downregulated,"RAD-like 4 (RL4); FUNCTIONS IN: DNA binding; EXPRESSED IN: rosette leaf; CONTAINS InterPro DOMAIN/s: SANT, DNA-binding (InterPro:IPR001005), Molecular chaperone, heat shock protein, Hsp40, DnaJ (InterPro:IPR015609), Homeodomain-like (InterPro:IPR009057), Myb, DNA-binding (InterPro:IPR014778), SANT, eukarya (InterPro:IPR017884); BEST Arabidopsis thaliana protein match is: RAD-like 1 (TAIR:AT4G39250.1); Has 590 Blast hits to 589 proteins in 71 species: Archae - 0; Bacteria - 0; Metazoa - 117; Fungi - 0; Plants - 467; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink).",RAD-LIKE 4 (ATRL4);RAD-LIKE 4 (RL4),-1.2818622762103,1.30630439187308e-5,FALSE,FALSE
AT2G18330,upregulated,"AAA-type ATPase family protein; FUNCTIONS IN: nucleoside-triphosphatase activity, ATPase activity, nucleotide binding, ATP binding; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, AAA-type, core (InterPro:IPR003959), ATPase, AAA+ type, core (InterPro:IPR003593), ATPase, AAA-type, conserved site (InterPro:IPR003960), Protein of unknown function DUF3523 (InterPro:IPR021911); BEST Arabidopsis thaliana protein match is: AAA-type ATPase family protein (TAIR:AT4G36580.1); Has 47815 Blast hits to 38452 proteins in 3171 species: Archae - 1435; Bacteria - 14558; Metazoa - 11715; Fungi - 4870; Plants - 3045; Viruses - 138; Other Eukaryotes - 12054 (source: NCBI BLink).",NA,0.66657808340012,1.3450751145042e-4,TRUE,TRUE
AT2G18480,downregulated,"Major facilitator superfamily protein; FUNCTIONS IN: carbohydrate transmembrane transporter activity, sugar:hydrogen symporter activity; INVOLVED IN: transport, transmembrane transport; LOCATED IN: integral to membrane, membrane; EXPRESSED IN: 12 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: Sugar transporter, conserved site (InterPro:IPR005829), Major facilitator superfamily (InterPro:IPR020846), General substrate transporter (InterPro:IPR005828), Sugar/inositol transporter (InterPro:IPR003663), Major facilitator superfamily, general substrate transporter (InterPro:IPR016196); BEST Arabidopsis thaliana protein match is: Major facilitator superfamily protein (TAIR:AT4G36670.1); Has 43653 Blast hits to 42994 proteins in 2645 species: Archae - 798; Bacteria - 24125; Metazoa - 5482; Fungi - 8533; Plants - 2750; Viruses - 2; Other Eukaryotes - 1963 (source: NCBI BLink).",NA,-1.47145810124594,6.58057894070613e-4,FALSE,FALSE
AT2G19385,upregulated,"zinc ion binding; FUNCTIONS IN: zinc ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: intracellular; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, C2H2-like (InterPro:IPR015880), Zinc finger, C2H2, LYAR-type (InterPro:IPR014898); BEST Arabidopsis thaliana protein match is: RNA recognition motif (RRM)-containing protein (TAIR:AT2G19380.1); Has 578 Blast hits to 525 proteins in 182 species: Archae - 0; Bacteria - 8; Metazoa - 240; Fungi - 111; Plants - 79; Viruses - 0; Other Eukaryotes - 140 (source: NCBI BLink).",NA,0.55291169650362,0.00227829785558749,FALSE,TRUE
AT2G19670,upregulated,"protein arginine methyltransferase 1A (PRMT1A); FUNCTIONS IN: protein-arginine N-methyltransferase activity, protein methyltransferase activity; INVOLVED IN: protein amino acid methylation; LOCATED IN: cytoplasm; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal L11 methyltransferase, PrmA (InterPro:IPR010456); BEST Arabidopsis thaliana protein match is: arginine methyltransferase 11 (TAIR:AT4G29510.1); Has 2747 Blast hits to 2715 proteins in 657 species: Archae - 58; Bacteria - 647; Metazoa - 1154; Fungi - 239; Plants - 329; Viruses - 1; Other Eukaryotes - 319 (source: NCBI BLink).",PROTEIN ARGININE METHYLTRANSFERASE 1A (PRMT1A);ARABIDOPSIS THALIANA PROTEIN ARGININE METHYLTRANSFERASE 1A (ATPRMT1A),0.7440224885801,0.00289562518778021,FALSE,TRUE
AT2G19800,upregulated,Encodes a myo-inositol oxygenase family gene.,MYO-INOSITOL OXYGENASE 2 (MIOX2),1.33643065250671,5.78219971196764e-5,FALSE,FALSE
AT2G19900,upregulated,The malic enzyme (EC 1.1.1.40) encoded by AtNADP-ME1 is expressed in response to developmental and cell-specific signals. The enzyme is active in vitro and appears to function as a homohexamer or homooctamer. It is believed to be a cytosolic protein.,ARABIDOPSIS THALIANA NADP-MALIC ENZYME 1 (ATNADP-ME1);NADP-MALIC ENZYME 1 (NADP-ME1),2.36953641191202,1.11406464295152e-4,FALSE,FALSE
AT2G20180,downregulated,"Encodes a novel Myc-related bHLH transcription factor that has transcriptional activation activity in the dark.  It is a key negative regulator of phytochrome-mediated seed germination and acts by inhibiting chlorophyll biosynthesis, light-mediated suppression of hypocotyl elongation and far-red light-mediated suppression of seed germination, and promoting negative gravitropism in hypocotyls.  Light reduces this activity in a phy-dependent manner.  The protein preferentially interacts with the Pfr forms of Phytochrome A (PhyA) and Phytochrome B (PhyB), is physically associated with APRR1/TOC1 and is degraded in red (R) and far-red (FR) light through the ubiquitin (ub)-26S proteasome pathway to optimize photomorphogenic development in Arabidopsis.  It also negatively regulates GA3 oxidase expression.",PHYTOCHROME INTERACTING FACTOR 3-LIKE 5 (PIL5),-0.4935892108949,0.00163774751239352,FALSE,FALSE
AT2G20260,downregulated,Encodes subunit E of photosystem I.,PHOTOSYSTEM I SUBUNIT E-2 (PSAE-2),-0.65477573517908,3.58394698995174e-6,FALSE,FALSE
AT2G20550,downregulated,"HSP40/DnaJ peptide-binding protein; FUNCTIONS IN: unfolded protein binding; INVOLVED IN: protein folding; LOCATED IN: cellular_component unknown; EXPRESSED IN: 13 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: Molecular chaperone, heat shock protein, Hsp40, DnaJ (InterPro:IPR015609), HSP40/DnaJ peptide-binding (InterPro:IPR008971), Chaperone DnaJ, C-terminal (InterPro:IPR002939); BEST Arabidopsis thaliana protein match is: DNAJ heat shock family protein (TAIR:AT2G20560.1); Has 11261 Blast hits to 11178 proteins in 2681 species: Archae - 101; Bacteria - 6256; Metazoa - 1091; Fungi - 651; Plants - 711; Viruses - 2; Other Eukaryotes - 2449 (source: NCBI BLink).",NA,-1.81977796817304,5.80753375431164e-10,FALSE,FALSE
AT2G20570,downregulated,"Encodes GLK1, Golden2-like 1, one of a pair of partially redundant nuclear transcription factors that regulate chloroplast development in a cell-autonomous manner. GLK2, Golden2-like 2, is encoded by At5g44190. GLK1 and GLK2 regulate the expression of the photosynthetic apparatus.",GBF'S PRO-RICH REGION-INTERACTING FACTOR 1 (GPRI1),-0.759928864078322,9.38866240312336e-8,FALSE,FALSE
AT2G20750,downregulated,"member of BETA-EXPANSINS. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)",EXPANSIN B1 (ATEXPB1); (ATHEXP BETA 1.5);EXPANSIN B1 (EXPB1),-1.13584933845238,0.00202021463733383,FALSE,FALSE
AT2G21045,upregulated,Rhodanese/Cell cycle control phosphatase superfamily protein; CONTAINS InterPro DOMAIN/s: Rhodanese-like (InterPro:IPR001763); BEST Arabidopsis thaliana protein match is: sulfurtransferase 18 (TAIR:AT5G66170.3); Has 3150 Blast hits to 3144 proteins in 1047 species: Archae - 52; Bacteria - 2382; Metazoa - 28; Fungi - 31; Plants - 181; Viruses - 0; Other Eukaryotes - 476 (source: NCBI BLink).,NA,0.941846693206506,0.00102980243880642,FALSE,FALSE
AT2G21640,upregulated,Encodes a protein of unknown function that is a marker for oxidative stress response.,NA,1.02179666784691,9.90553318967612e-4,FALSE,FALSE
AT2G21650,downregulated,RSM1 is a member of a small sub-family of single MYB transcription factors. Analysis of overexpressin lines indicate its involvement during early morphogenesis.,MATERNAL EFFECT EMBRYO ARREST 3 (MEE3);RADIALIS-LIKE SANT/MYB 1 (RSM1);ARABIDOPSIS RAD-LIKE 2 (ATRL2),-1.23372488333403,9.44476035254965e-4,TRUE,TRUE
AT2G21860,upregulated,violaxanthin de-epoxidase-related; BEST Arabidopsis thaliana protein match is: non-photochemical quenching 1 (TAIR:AT1G08550.2); Has 151 Blast hits to 151 proteins in 39 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 126; Viruses - 0; Other Eukaryotes - 25 (source: NCBI BLink).,NA,0.661249004441833,5.52784417824054e-4,FALSE,TRUE
AT2G22240,downregulated,"** Referred to as MIPS1 in Mitsuhashi et al 2008. Myo-inositol-1-phosphate synthase isoform 2. Expressed in leaf, root and silique. Immunolocalization experiments with an antibody recognizing MIPS1, MIPS2, and MIPS3 showed endosperm localization.",MYO-INOSITOL-1-PHOSPHATE SYNTHASE 1 (MIPS1);MYO-INOSITOL-1-PHOSPHATE SYNTHASE 1 (ATMIPS1);INOSITOL 3-PHOSPHATE SYNTHASE 2 (ATIPS2);MYO-INOSITOL-1-PHOSPHATE SYNTHASE 2 (MIPS2);MYO-INOSITOL-1-PHOSTPATE SYNTHASE 2 (ATMIPS2),-1.112916115905,5.24615954699932e-7,FALSE,TRUE
AT2G22540,downregulated,Encodes a nuclear protein that acts as a floral repressor and that functions within the thermosensory pathway.  SVP represses FT expression via direct binding to the vCArG III motif in the FT promoter.,AGAMOUS-LIKE 22 (AGL22);SHORT VEGETATIVE PHASE (SVP),-0.797660059534327,9.88662554733894e-7,TRUE,FALSE
AT2G22590,upregulated,"UDP-Glycosyltransferase superfamily protein; FUNCTIONS IN: transferase activity, transferring glycosyl groups; INVOLVED IN: metabolic process; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: UDP-glucuronosyl/UDP-glucosyltransferase (InterPro:IPR002213); BEST Arabidopsis thaliana protein match is: UDP-Glycosyltransferase superfamily protein (TAIR:AT5G65550.1); Has 5420 Blast hits to 5242 proteins in 247 species: Archae - 0; Bacteria - 62; Metazoa - 299; Fungi - 20; Plants - 5019; Viruses - 2; Other Eukaryotes - 18 (source: NCBI BLink).",NA,1.50282481542588,8.18118718071853e-6,FALSE,FALSE
AT2G22980,downregulated,"serine carboxypeptidase-like 13 (SCPL13); FUNCTIONS IN: serine-type carboxypeptidase activity; INVOLVED IN: proteolysis; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase S10, serine carboxypeptidase (InterPro:IPR001563); BEST Arabidopsis thaliana protein match is: serine carboxypeptidase-like 11 (TAIR:AT2G22970.3); Has 4003 Blast hits to 3936 proteins in 468 species: Archae - 0; Bacteria - 512; Metazoa - 625; Fungi - 814; Plants - 1533; Viruses - 0; Other Eukaryotes - 519 (source: NCBI BLink).",SERINE CARBOXYPEPTIDASE-LIKE 13 (SCPL13),-1.15738776058438,5.37189442607068e-10,FALSE,TRUE
AT2G22990,downregulated,sinapoylglucose:malate sinapoyltransferase. Catalyzes the formation of sinapoylmalate from sinapoylglucose. Mutants accumulate excess sinapoylglucose.,SINAPOYLGLUCOSE 1 (SNG1);SERINE CARBOXYPEPTIDASE-LIKE 8 (SCPL8),-0.542860514354686,8.9700983877413e-4,FALSE,FALSE
AT2G23000,downregulated,"serine carboxypeptidase-like 10 (scpl10); FUNCTIONS IN: serine-type carboxypeptidase activity; INVOLVED IN: proteolysis; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Peptidase S10, serine carboxypeptidase (InterPro:IPR001563); BEST Arabidopsis thaliana protein match is: serine carboxypeptidase-like 9 (TAIR:AT2G23010.1); Has 3984 Blast hits to 3884 proteins in 449 species: Archae - 0; Bacteria - 475; Metazoa - 640; Fungi - 843; Plants - 1573; Viruses - 0; Other Eukaryotes - 453 (source: NCBI BLink).",SERINE CARBOXYPEPTIDASE-LIKE 10 (scpl10),-0.871337542458016,6.94921388075745e-4,FALSE,FALSE
AT2G23010,downregulated,"serine carboxypeptidase-like 9 (SCPL9); FUNCTIONS IN: serine-type carboxypeptidase activity; INVOLVED IN: proteolysis; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Peptidase S10, serine carboxypeptidase (InterPro:IPR001563); BEST Arabidopsis thaliana protein match is: sinapoylglucose 1 (TAIR:AT2G22990.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",SERINE CARBOXYPEPTIDASE-LIKE 9 (SCPL9),-1.6306347757275,2.98225306786557e-7,FALSE,FALSE
AT2G23760,downregulated,"Encodes a member of the BEL family of homeodomain proteins. Plants doubly mutant for saw1/saw2 (blh2/blh4) have serrated leaves. BP is expressed in the serrated leaves, therefore saw2 and saw1 may act redundantly to repress BP in leaves.",SAWTOOTH 2 (SAW2);BEL1-LIKE HOMEODOMAIN 4 (BLH4),-0.562903714292801,1.16278062027246e-4,FALSE,FALSE
